STATE,DATE_ENACTED,NCSL_TITLE,NCSL_TOPICS,NCSL_SUMMARY,BILL_NUMBER,NOTES,UNIQUE_ID,TRAINING,CHOKEHOLD,BODY_CAMERA,IMMUNITITY,WARRANTS,USE_OF_FORCE,TRANSPARENCY,OVERSIGHT,ACCOUNTABILITY,MENTAL_HEALTH,LEFT_RIGHT_REFORM,PARTY_SPONSOR,BILL_TEXT_LINK
Louisiana,06/18/2022,Officer Disciplinary Matters,Investigations and Discipline,"Provides that no police employee shall be discharged, demoted, suspended, threatened, harassed, or discriminated against in any manner in the terms and conditions of his employment because of any lawful act engaged in by the employee or on behalf of the employee in furtherance of any action taken to report malfeasance in office by police employees to law enforcement, whether such fellow employee is a co worker, supervisor or subordinate, provides for whistleblower protection.",LA H 745,"transparency, accountability",112,0,0,0,0,0,0,1,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2022000H745&ciq=ncsl&client_md=d8ff2fa09d2de6d21314ceaf7c45e287&mode=current_text
Louisiana,06/21/2021,Law Enforcement,"Training, Other Issues, Technology, Use of Force, Standards","Provides for responsibilities of law enforcement officers while interacting with the public, provides for body-worn cameras, provides for motor vehicle dash cameras, restricts use of neck restraints, restricts the use of no-knock warrants.",LA S 34,"chokehold, warrants, body-worn camera",113,0,1,1,0,1,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2021000S34&ciq=ncsl&client_md=1f4b8ab3b08eb732898d8480fe70ef53&mode=current_text
Louisiana,06/14/2021,Law Enforcement,Officer Safety and Wellbeing,Provides for the Peace Officer and Public Safety Personnel Peer Support and Mental Health Wellness Act.,LA S 66,"qualified immunity, mental health",114,0,0,0,1,0,0,0,0,0,1,right,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2021000S66&ciq=ncsl&client_md=f83a3148e6707c740eb7fd797bad0fe1&mode=current_text 
Louisiana,06/21/2021,Law Enforce and Officers,"Training, Certification, Employment and Labor, Investigations and Discipline, Use of Force, Decertification",Provides relative to peace officers.,LA H 129,"officer-involved shooting, accountabilty ",115,0,0,0,0,0,0,0,0,1,0,both,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2021000H129&ciq=ncsl&client_md=58adfec522992b8bc46785fbcae67da8&mode=current_text
Louisiana,06/10/2021,Criminal Procedure,"Training, Other Issues","Relates to the arrest of persons with minor or dependent children, provides for the establishment of guidelines and training for law enforcement officers regarding the arrest of persons with minor or dependent children, requires the Council on Peace Officer Standards and Training to develop the guidelines and training in conjunction with certain organizations, provides for certain requirements of law enforcement officers upon arrest of a person.",LA H 325,"training, oversight",116,1,0,0,0,0,0,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2021000H325&ciq=ncsl&client_md=77799d1d5e8198c8ce050c5786f91cb7&mode=current_text
Louisiana,06/23/2021,Law Enforcement and Officers,Investigations and Discipline,"Relates to time periods for officer disciplinary matters, provides for time limits relative to officer representation, provides for time limits relative to length of investigation of an officer, provides for time limits relative to officer personnel files, provides for related matters.",LA H 430,"accountability, transparency, ",117,0,0,0,0,0,0,1,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2021000H430&ciq=ncsl&client_md=ae4767ef3ce998d31b5c5c4b98fa11ee&mode=current_text
Louisiana,06/11/2021,Criminal and Procedure,Policing Alternatives and Collaboration,"Provides for situations where peace officers may issue written summons instead of making custodial arrests, relates to officer discretion to make an arrest under certain circumstances.",LA H 560,"arrest diversion, tactics",118,0,0,0,0,0,0,0,0,0,0,left,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2021000H560&ciq=ncsl&client_md=bfbcc76afd42604522fec3b33f3eddc9&mode=current_text
Maine,06/17/2021,Disciplinary Authority of the Board of Trustees,Decertification,"Expands the disciplinary authority of the Board of Trustees of the Maine Criminal Justice Academy, provides for standards of conduct, provides that all complaints, charges or accusations of misconduct, their replies, and any other information or materials that may result in suspension or revocation of a certificate that are considered by the board are confidential, provides that any action taken by the board as a result of a complaint, charge or accusation must be supported by a statement of findings.",ME H 368,"oversight, accountability",119,0,0,0,0,0,0,1,1,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2021000H368&ciq=ncsl&client_md=35500d84e06f9bc6b625f0afc0851175&mode=current_text
Maine,06/17/2021,Records of the Employment of Law Enforcement Officers,Employment and Labor,"Relates to records of the employment of law enforcement officers and corrections officers, relates to application for employment with a law enforcement agency, correctional facility or county or regional jail, provides that the applicant shall sign a request that an employing agency release all employment records to a hiring agency.",ME H 418,"accountability, transparency, ",120,0,0,0,0,0,0,1,0,1,0,right,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2021000H418&ciq=ncsl&client_md=700d68c572db1679d50fc6857b5e7af1&mode=current_text
Maine,06/29/2021,Standard for Assessing Risk of Serious Harm,"Training, Standards","Revises the standard for a law enforcement officer to take a person into protective custody, changes that standard to the law enforcement officer's having probable cause to believe the person is mentally ill and, due to that condition, the person poses a likelihood of serious harm.",ME H 590,mental health diversion,121,0,0,0,0,0,0,0,0,0,1,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2021000H590&ciq=ncsl&client_md=92844008c14c08475cbd13a4f19d3486&mode=current_text
Maine,06/17/2021,No Knock Warrants,Other Issues,"Curtails no knock warrants, provides for restriction on no knock warrants, provides that a state, county or local law enforcement officer may not execute a no knock warrant, except under specified circumstances, provides requirements for law enforcement officer executing a no knock warrant that is authorized.",ME H 849,warrants,122,0,0,0,0,1,0,0,0,0,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2021000H849&ciq=ncsl&client_md=9db37598149538a6b7364b6abcf8d8eb&mode=current_text
Maine,06/23/2021,Review of Law Enforcement Use of Deadly Force,"Investigations and Discipline, Use of Force","Provides that the Attorney General shall complete an investigation of and submit to the panel the findings regarding the use of deadly within 180 days of receiving notice of the use of deadly force by a law enforcement officer, provides that the Intelligence and Investigative Record Information Act does not preclude the public dissemination of that portion of a video in the custody of the Attorney General depicting the use of deadly force by law enforcement.",ME H 1095,"deadly force, accountability, oversight",123,0,0,0,0,0,0,1,1,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2021010H1095&ciq=ncsl&client_md=e47f9ff49ffabaa9614ebfcda97a0b89&mode=current_text
Maryland,05/18/2021,Law Enforcement Officers Sexual Activity Prohibition,Other Issues,Relates to the prohibition on law enforcement sexual activity.,MD S 43,accountability,124,0,0,0,0,0,0,0,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000S43&ciq=ncsl&client_md=9894236539e7d893bb21cee0c8363e22&mode=current_text
Maryland,04/10/2021,Inadmissibility Presumption,"Technology, Use of Force, Standards",Relates to presumption of inadmissibility.,MD S 71,"body-worn camera, use of force",125,0,0,1,0,0,1,0,0,0,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000S71&ciq=ncsl&client_md=9772b86dcbe70afef60d453c226de93f&mode=current_text
Maryland,04/10/2021,Personnel Records,"Employment and Labor, Investigations and Discipline, Other Issues, Technology",Relates to personnel records.,MD S 178,transparency,126,0,0,0,0,0,0,1,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000S178&ciq=ncsl&client_md=0104e5fb5404a6dd8939aac522a7cd70&mode=current_text
Maryland,05/30/2021,Civil Claims Against Law Enforcement Officers,Use of Force,Relates to civil claims against law enforcement officers of an institution of higher education.,MD S 364,"transparency, accountabilty",127,0,0,0,0,0,0,1,0,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000S364&ciq=ncsl&client_md=02d317600164e9f3c2ed137cb6f393c0&mode=current_text
Maryland,05/08/2021,Attorney General Investigation,"Investigations and Discipline, Use of Force","Requires a certain law enforcement agency to notify the Office of the Attorney General of a certain incident involving the death of a person caused by a police officer as soon as the law enforcement agency becomes aware of the incident, requires the Attorney General to investigate certain incidents involving the death of a person caused by a police officer, requires the Attorney General to transmit a certain report to a certain State's Attorney at a certain time.",MD S 600,"oversight, accountability",128,0,0,0,0,0,0,1,1,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000S600&ciq=ncsl&client_md=82570f266f7263237f5a41a273e62241&mode=current_text
Maryland,04/10/2021,Police Reform Act,"Training, Policing Alternatives and Collaboration, Certification, Employment and Labor, Investigations and Discipline, Officer Safety and Wellbeing, Other Issues, Oversight, Technology, Use of Force, Data and Transparency, Decertification, Standards","Repeals the Law Enforcement Officers' Bill of Rights, provides that the Police Department of Baltimore City is an agency and instrumentality of the City of Baltimore, instead of the State, authorizes a judge to issue a certain """"no-knock"""" search warrant only under certain circumstances, provides that an individual attending a public institution of higher education is exempt from paying tuition if the individual intends to become a police officer under certain circumstances.",MD H 670,"warrants, use of force, accountability, oversight",129,0,0,0,0,0,1,1,1,1,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000H670&ciq=ncsl&client_md=d88185e61e3560887dbd84550c2e33f5&mode=current_text
Maryland,05/30/2021,Police Officers Promotional Appointments,"Employment and Labor, Investigations and Discipline, Oversight","Alters the procedures used by the Police Commissioner of Baltimore City to award promotional appointments, authorizes the Commissioner to remove certain applicants from the list of eligible appointees if the Civilian Review Board has sustained a certain misconduct complaint against the applicant between the time the applicant applied for the promotion and the time in which the applicant is to be selected for the promotion.",MD S 752,oversight,130,0,0,0,0,0,0,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000S752&ciq=ncsl&client_md=352549e44bf51799c8c9368e054a3adb&mode=current_text
Maryland,05/30/2021,Law Enforcement Officer Data Collection,"Use of Force, Data and Transparency","Requires certain law enforcement agencies to report by March 1, 2022, and each March 1 thereafter, certain information to the Governor's Office of Crime Prevention, Youth, and Victim Services regarding law enforcement officer-involved incidents that resulted in a monetary settlement or judgment against the law enforcement agency, requires the Governor's Office of Crime Prevention, Youth, and Victim Services to adopt certain procedures and compile and report certain information to the General Assembly.",MD H 1248,transparency,131,0,0,0,0,0,0,1,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2021000H1248&ciq=ncsl&client_md=b73ce5060ce6a5165fc9b2706741d02e&mode=current_text
Massachusetts,12/31/2020,Law Enforcement Justice and Accountability,"Training, Certification, Oversight, Technology, Use of Force","Relates to justice, equity and accountability in law enforcement in the Commonwealth.",MD S 2963,accountability,132,0,0,0,0,0,0,0,0,1,0,left,,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MA2019000S2963&ciq=ncsl&client_md=1b836e8e29869c9ed37e192998ce7618&mode=current_text
Michigan,08/12/2020,Law Enforcement Standards Commission Membership,Training,Adds members to the State Commission on Law Enforcement Standards.,MI ERO 5,oversight,133,0,0,0,0,0,0,1,1,0,0,right,,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MI2019000ERO5&ciq=ncsl&client_md=062ca118b105df3ec39078c4f5951223&mode=current_text
Minnesota,06/30/2021,Public Safety,"Policing Alternatives and Collaboration, Other Issues, Technology","Relates to public safety, relates to public safety, courts, corrections, sexual offenders, crime victims, background checks, forfeiture, law enforcement, human rights, and data practices, provides for task forces and working groups, provides for criminal penalties, appropriates money.",MN H 63,"body-worn camera, use of force, chokehold",134,0,1,1,0,0,1,0,0,0,0,left,Democrat-Farmer-Labor,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MN2021010H63&ciq=ncsl&client_md=3b9579b425dc4db8d1737aee5ea70e99&mode=current_text
Minnesota,07/23/2020,Public Safety,"Training, Certification, Oversight, Use of Force, Decertification, Standards","Relates to public safety, provides for law enforcement, provides for peer counseling, critical incident stress management, residency incentives, crisis intervention and mental illness training, autism training, and the duty to intercede and report for peace officers, regulate the use of force, expands the membership of the Board of Peace Officer Standards and Training, prohibits warrior style training, provides for a Community Relations Advisory Council.",MN H 1,"qualified immunity, use of force, oversight",135,0,0,0,1,0,1,1,1,0,0,left,Democrat-Farmer-Labor,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MN2019030H1&ciq=ncsl&client_md=89b8caa1e899e7ff441893dc0cca05d0&mode=current_text
Minnesota,08/14/2020,Public Safety,"Training, Policing Alternatives and Collaboration, Other Issues, Oversight, Use of Force","Relates to public safety, delays the effective date of the first meeting of the Ensuring Police Excellence and Improving Community Relations Advisory Council, delays the effective dates of certain training requirements for peace officers, amends an appropriation to the Peace Officer Standards and Training Board to permit the hiring of staff.",MN H 2,"mental health, training",136,1,0,0,0,0,0,0,0,0,1,left,Democrat-Farmer-Labor,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MN2019040H2&ciq=ncsl&client_md=68e80772cb2940d9140b00364b861191&mode=current_text
Missouri,07/14/2021,Law Enforcement Officer Residency Requirements,"Employment and Labor, Use of Force, Data and Transparency, Standards","Repeals specified sections, relates to public safety, with penalty provisions, a delayed effective date for certain sections, and an emergency clause for certain sections, provides that the county sheriff in any county of the third or fourth classification shall receive an annual salary.",MO S 53,"use of force, transparency, chokehold",137,0,1,0,0,0,1,1,0,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MO2021000S53&ciq=ncsl&client_md=e40e44ad670750e534e8070acbfd9373&mode=current_text
Montana,03/26/2021,Board of Crime Control Laws,"Investigations and Discipline, Decertification",Eliminates the requirement for the Board of Crime Control to hear appeals from decisions made by the public safety officer standards and training council.,MT H 28,oversight,138,0,0,0,0,0,0,1,1,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MT2021000H28&ciq=ncsl&client_md=83a1961e7f4320802f9c47ff38c82200&mode=current_text
Montana,03/08/2021,Laws Pertaining to Law Enforcement,"Other Issues, Use of Force","Clarifies that only local health officers may request assistance of law enforcement, removes the potential penalty if law enforcement fails to assist.",MT S 67,duty to act,139,0,0,0,0,0,0,0,0,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MT2021000S67&ciq=ncsl&client_md=80efa49b8954d45648d8d35ec1638083&mode=current_text
Montana,03/26/2021,Preserving Authority of Sheriffs,Other Issues,"Removes penalties for a sheriff, constable, or peace officer who does not assist a state or local health officer.",MT H 144,duty to act,140,0,0,0,0,0,0,0,0,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MT2021000H144&ciq=ncsl&client_md=838f4f315ac14b48927a0b4ec30446a0&mode=current_text
Montana,05/10/2021,Assault on a Peace Officer Laws,Officer Safety and Wellbeing,"Revises assault laws, provides that the crime of assault on a peace officer or judicial officer includes assault with what appears to be a weapon.",MT S 220,tactics,141,0,0,0,0,0,0,0,0,0,0,right,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MT2021000S220&ciq=ncsl&client_md=85066ee8beff0a1e2bce563b59544709&mode=current_text
Montana,05/07/2021,Crisis Intervention Training Laws,Policing Alternatives and Collaboration,"Revises laws related to crisis intervention teams, revises the administration of the program, requires reporting to the legislature, provides an appropriation.",MT H 696,mental health diversion,142,0,0,0,0,0,0,0,0,0,1,left,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MT2021000H696&ciq=ncsl&client_md=a5fa104e51eaf555cc69b5eeb704a321&mode=current_text
Nebraska,04/18/2022,Duties of the Attorney General,Investigations and Discipline,"Changes provisions relating to the duty of the Attorney General to defend the State Patrol, provides procedures for agency counsel.",NE L 1184,qualified immunity,143,0,0,0,1,0,0,0,0,0,0,right,Nonpartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2021000L1184&ciq=ncsl&client_md=e659275899c1e961cf42f8c4e5a41d93&mode=current_text
Nebraska,04/18/2022,Law Enforcement Training,"Training, Certification, Employment and Labor","Changes provisions relating to law enforcement officer training and certification, provides duties for the Police Standards Advisory Council, redefines a term, adopts the Law Enforcement Attraction and Retention Act.",NE L 1241,training,144,1,0,0,0,0,0,0,0,0,0,right,Nonpartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2021000L1241&ciq=ncsl&client_md=5aa6e1f9d77760c8093458378ffe6450&mode=current_text
Nebraska,05/25/2021,Law Enforcement Qualification Changes,"Certification, Employment and Labor","Relates to law enforcement, changes sheriff requirements, authorizes Class I railroad police officers and noncertified conditional officers, defines and redefines terms, changes conviction set aside provisions, changes annual and initial training provisions for law enforcement officers, changes membership of and provide powers and duties for the Nebraska Police Standards Advisory Council.",NE L 51,"training, use of force",145,1,0,0,0,0,1,0,0,0,0,left,Nonpartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2021000L51&ciq=ncsl&client_md=5b932519937fb40183eddfd9b061c027&mode=current_text
Nebraska,08/06/2020,Racial Profiling and Law Enforcement Training,"Training, Oversight",Changes provisions relating to racial profiling and require law enforcement training.,NE L 924,"tactics, training",146,1,0,0,0,0,0,0,0,0,0,left,Nonpartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2019000L924&ciq=ncsl&client_md=b33e5ceb32a8536a9c4371436c758737&mode=current_text
Nevada,05/25/2021,Criminal Procedure,Other Issues,"Relates to criminal procedure, prohibits a magistrate from issuing a no-knock arrest warrant or search warrant except under certain circumstances, requires an arrest warrant or a search warrant to specify whether it is a no-knock warrant, establishes provisions relating to the manner of execution of a no-knock arrest warrant or search warrant, revises provisions relating to the circumstances under which a summons may be issued instead of an arrest warrant, provides other matters",NV S 50,warrants,147,0,0,0,0,1,0,0,0,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000S50&ciq=ncsl&client_md=ca3227cbb9199b3fd1d01112a8f71be4&mode=current_text
Nevada,05/25/2021,Civil Action filed by Attorney General,"Certification, Employment and Labor, Investigations and Discipline, Oversight, Use of Force, Standards","Relates to the Attorney General, authorizes the Attorney General to file a civil action to eliminate certain patterns or practices that deprive persons of certain rights, privileges or immunities, requires a law enforcement agency to provide notice to the Attorney General if a peace officer uses physical force that results in substantial bodily harm to or the death of another person, provides a penalty, provides other matters properly relating thereto.",NV A 58,"oversight, transparency",148,0,0,0,0,0,0,1,1,0,0,left,Not listed,https://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000A58&ciq=ncsl&client_md=5506284f6c47d6bc1f06ba72515efb86&mode=current_text
Nevada,06/04/2021,Use of Force by Peace Officer Incident Reports,"Use of Force, Data and Transparency, Standards","Relates to peace officers, revises provisions relating to the use of force by peace officers, requires certain law enforcement agencies to submit to the Office of the Attorney General certain information relating to certain incidents involving the use of force by peace officers, requires the preparation and submittal of a report relating to such information, prohibits the use of restraint chairs.",NV S 212,"use of force, transparency, oversight",149,0,0,0,0,0,1,1,1,0,0,right,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000S212&ciq=ncsl&client_md=7e8405f73d83fd9cb1935e20cea9405e&mode=current_text
Nevada,06/03/2021,Peace Officer Bias Indicator Early Warning Systems,"Certification, Employment and Labor, Use of Force","Relates to public safety, requires law enforcement agencies to establish early warning systems to identify peace officers who display bias indicators or other problematic behavior, establishes provisions relating to the recording, collection and review of information concerning traffic stops made by law enforcement officers, imposes certain duties on the Department of Public Safety and law enforcement agencies regarding the recording, collection and review of such information.",NV S 236,"training, tactics, ",150,1,0,0,0,0,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000S236&ciq=ncsl&client_md=7aece5172f3dffdaf41ba1b68f9af1c8&mode=current_text
Nevada,05/29/2021,Peace Officers Continuing Education,Training,"Relates to law enforcement, revises provisions governing the standards for programs of continuing education for peace officers, provides other matters properly relating thereto.",NV A 304,training,151,1,0,0,0,0,0,0,0,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000A304&ciq=ncsl&client_md=763598efc4a96b0fcb297b7f417fdcdc&mode=current_text
Nevada,06/04/2021,Police Officer or Firefighter Mental Health Information,Officer Safety and Wellbeing,"Requires the employer of a police officer, firefighter or correctional officer to make available to the police officer, firefighter or correctional officer during the course of employment, information relating to the awareness, prevention, mitigation and treatment of mental health issues, including, without limitation, post traumatic stress disorder, depression, anxiety and acute stress, provides for retired police officers, firefighters or correctional officers.",NV A 315,mental health ,152,0,0,0,0,0,0,0,0,0,1,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000A315&ciq=ncsl&client_md=d1629ff31bf1df7552aa5fb5f6d5bb5d&mode=current_text
Nevada,05/28/2021,Peace Officer Annual Behavioral Healthcare Assessment,"Certification, Officer Safety and Wellbeing","Relates to peace officers, requires the Peace Officers' Standards and Training Commission to adopt regulations establishing standards for an annual behavioral healthcare assessment for peace officers, provides other matters properly relating thereto.",NV A 336,oversight ,153,0,0,0,0,0,0,1,1,0,0,right,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000A336&ciq=ncsl&client_md=8540df47b004d851f29ecf1f9d9ee569&mode=current_text
Nevada,06/02/2021,Use of Deadly Force,"Use of Force, Standards","Relates to peace officers, revises provisions relating to the use of deadly force to effectuate an arrest, limits the persons authorized to use deadly force to effectuate an arrest to a peace officer, rather than an officer, requires that for deadly force to be used, the threat of serious bodily harm must be imminent.",NV A 396,"use of force, deadly force",154,0,0,0,0,0,1,0,0,0,0,right,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000A396&ciq=ncsl&client_md=694536201a35d111ad29d58ca1800088&mode=current_text
Nevada,05/28/2021,Recruitment and Selection of Peace Officers,"Certification, Employment and Labor, Standards","Relates to peace officers, requires the Peace Officers' Standards and Training Commission to adopt certain regulations concerning the recruitment and selection of peace officers, provides other matters properly relating thereto.",NV A 409,"training, oversight",155,1,0,0,0,0,0,1,1,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2021000A409&ciq=ncsl&client_md=48ae0ca6e77d21ed9ee527884c5725ed&mode=current_text
Nevada,08/07/2020,Peace Officers,"Use of Force, Standards","Relates to peace officers, eliminates the prohibition on the use of a peace officer's compelled statement in a civil case, revises provisions regarding when a law enforcement agency may initiate an investigation into the alleged misconduct of a peace officer, revises provisions relating to the reassignment of a peace officer who is under investigation, authorizes a peace officer or representative to inspect certain evidence and submit a response after the conclusion of an investigation.",NV S 2,"transparency, oversight",156,0,0,0,0,0,0,1,1,0,0,right,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2020020S2&ciq=ncsl&client_md=51e944aa42e21ce0b85b1b8f8df46172&mode=current_text
Nevada,08/07/2020,Public Safety,"Other Issues, Oversight, Use of Force, Standards","Authorizes a person to record law enforcement activity, revises provisions relating to the use of physical force by a peace officer, requires a peace officer to intervene to prevent the use of unjustified physical force by another peace officer and report the observation, requires agencies to adopt a policy regarding the drug and alcohol testing of a peace officer, relates to probation or suspension of sentence, relates to traffic stops and other stops by law enforcement officers.",NV A 3,"use of force, transparency, oversight",157,0,0,0,0,0,1,1,1,0,0,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NV2020020A3&ciq=ncsl&client_md=a6599ce1e802b459bcef4a65a7c0611e&mode=current_text
New Hampshire,07/08/2022,Mental Health Training for First Responders,"Officer Safety and Wellbeing, Data and Transparency",Reestablishes the commission to study incidence of post traumatic stress disorder in first responders and ensures that mental health training is available for first responders.,NH S 357,"training, mental health",158,1,0,0,0,0,0,0,0,0,1,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2021000S357&ciq=ncsl&client_md=9e5b5b07d7b6be132c6835f934188104&mode=current_text
New Hampshire,07/08/2022,Police Incidents Review Board,"Officer Safety and Wellbeing, Data and Transparency",Establishes a committee to study the creation of a board to review police incidents involving citizens affected by mental health issues.,NH S 376,"mental health, oversight, transparency",159,0,0,0,0,0,0,1,1,0,1,left,Not listed,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2021000S376&ciq=ncsl&client_md=40dc3f31f9378c2be949c6e682721585&mode=current_text
New Hampshire,07/01/2022,Law Enforcement Conduct Review Committee,"Oversight, Data and Transparency",Establishes the law enforcement conduct review committee in the New Hampshire police standards and training council and making an appropriation therefor.,NH H 1682,oversight,160,0,0,0,0,0,0,1,1,0,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2021000H1682&ciq=ncsl&client_md=064610f52c956c519118ceae295453e5&mode=current_text
New Hampshire,08/25/2021,Body and Car Camera Fund and Juvenile Delinquency,Technology,"Amends the municipal retention schedule for certain police non criminal internal affairs investigations, requires the memorandum of understanding between a school district and a school resource officer to be made public, establishes a committee to study the role and scope of authority of school resource officers, establishes a body worn and in car camera fund, makes an appropriation, amends the juvenile delinquency statutes to exclude any child under 13 years old unless they have committed a violent crime. ",NH S 96,body-worn camera,161,0,0,1,0,0,0,0,0,0,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2021000S96&ciq=ncsl&client_md=aa2087d82d701d0282674f60fdef20a3&mode=current_text
New Hampshire,08/25/2021,Police Disciplinary Hearings,Investigations and Discipline,"Provides that a disciplinary hearing shall be public, provides that a portion of the hearing may be closed to the public only if the party seeking closure can prove with specificity that the portion of the hearing will reveal confidential information that creates a compelling interest outweighing the public’s presumed right of access, provides that the Police Standards and Training Council may, in a nonpublic session, hear and consider the request for closure and rule on such request.",NH H 471,"accountability, oversight",162,0,0,0,0,0,0,1,1,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2021000H471&ciq=ncsl&client_md=16828a30d6789949037b73c209bf6eca&mode=current_text
New Hampshire,08/25/2021,Candidate Background Checks for Law Enforcement Officer,"Certification, Employment and Labor","Allows an employer to share certain information with a law enforcement agency about a candidate for a position as a peace officer or other position within a law enforcement agency, provides for law enforcement candidate background checks.",NH H 530,"accountability, oversight",163,0,0,0,0,0,0,1,1,1,0,right,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2021000H530&ciq=ncsl&client_md=1418fd9fee8c38fe18f5aa38aa06e0eb&mode=current_text
New Hampshire,07/16/2020,Misdemeanor Domestic Violence Offenses,"Policing Alternatives and Collaboration, Certification, Use of Force","Amends the waiting period to petition for an annulment of a misdemeanor domestic violence offense, adds a Bail Commissioner to the Commission on Pretrial Detention, Pretrial Scheduling, and Pretrial Services, establishes a procedure to determine an offender's indigence for the purpose of financial ability to pay the Bail Commissioner's fee, requires law enforcement officers to report misconduct by other law enforcement officers.",NH H 1645,"accountability, oversight",164,0,0,0,0,0,0,1,1,1,0,right ,Republican,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NH2019000H1645&ciq=ncsl&client_md=0c11791a3f547cc57197db73457acdc5&mode=current_text
New Jersey,07/21/2022,Licensing of Law Enforcement Officers,"Certification, Decertification","Concerns licensing of law enforcement officers by the Police Training Commission, amends, supplements, and repeals various parts of the statutory law, and makes an appropriation.",NJ S 2742,"use of force, training, oversight",165,1,0,0,0,0,1,1,1,0,0,left,Democrat,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2022000S2742&ciq=ncsl&client_md=9572ceebe82bb9be5777fcf884cce555&mode=current_text
New Jersey,07/01/2020,Internal Affairs and Personnel Files Transparency,"Certification, Standards",Requires law enforcement agencies to provide internal affairs and personnel files of law enforcement officers to other agencies under certain circumstances.,NJ A 744,"transparency, oversight, accountabilty",166,0,0,0,0,0,0,1,1,1,0,left,Bipartisan,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2020000A744&ciq=ncsl&client_md=0a383b50ff96549ed0d707ffb54347c6&mode=current_text
